0.25882354	0.35686275	0.30588236	0.32156864	0.3254902	0.28627452	0.26666668	0.59607846	0.5764706	0.54509807	0.2784314	0.42352942	0.29411766	0.43529412	0.2901961	0.33333334	0.3529412	0.29411766	0.42352942	0.27450982	0.44705883	0.25490198	0.5294118	0.3372549	0.24705882	0.44313726	0.25490198	0.4117647	0.5764706	0.6509804	0.23137255	0	0	0	0.2901961	0.32156864	0.3137255	0.44313726	0.32156864	0.48235294	0.3254902	0.34901962	0.3529412	0.32941177	0.4862745	0.31764707	0.41568628	0.31764707	0.3019608	0.40784314	0.30588236	0.46666667	0.30588236	0.23529412	0.18431373	0.023529412	0.13725491	0.05882353	0.6117647	0.69411767	0.67058825	0.49411765	0.3529412	0.33333334	0.5058824	0.67058825	0.6862745	0.68235296	0.6784314	0.6156863	0.6745098	0.6901961	0.68235296	0.68235296	0.68235296	0.6784314	0.6862745	0.6745098	0.6901961	0.6901961
0.26666668	0.3647059	0.3137255	0.32941177	0.33333334	0.29411766	0.27450982	0.6039216	0.5882353	0.5568628	0.27450982	0.41960785	0.3019608	0.44313726	0.29803923	0.34117648	0.36078432	0.3019608	0.43137255	0.28235295	0.45490196	0.2627451	0.5372549	0.34117648	0.25490198	0.4627451	0.2627451	0.41568628	0.5686275	0.65882355	0.23921569	0	0	0	0.29803923	0.33333334	0.3137255	0.4392157	0.32156864	0.47843137	0.32156864	0.34901962	0.3529412	0.3372549	0.4862745	0.3254902	0.42352942	0.32156864	0.30980393	0.41568628	0.3137255	0.4627451	0.29411766	0.24313726	0.18039216	0.007843138	0.08627451	0.047058824	0.627451	0.6745098	0.6117647	0.40784314	0.2627451	0.2509804	0.45490196	0.63529414	0.6784314	0.68235296	0.68235296	0.6156863	0.6666667	0.68235296	0.6862745	0.6862745	0.68235296	0.68235296	0.6784314	0.6862745	0.68235296	0.6745098
0.27058825	0.37254903	0.32156864	0.33333334	0.34117648	0.3019608	0.28235295	0.6117647	0.5764706	0.54901963	0.29411766	0.4392157	0.3137255	0.44705883	0.30588236	0.34901962	0.36862746	0.30980393	0.4392157	0.28627452	0.45882353	0.26666668	0.54509807	0.34901962	0.25882354	0.4627451	0.26666668	0.42352942	0.56078434	0.6901961	0.2901961	0.019607844	0.003921569	0.007843138	0.30588236	0.32941177	0.3137255	0.4509804	0.32156864	0.49019608	0.33333334	0.35686275	0.36078432	0.34117648	0.4862745	0.3372549	0.4392157	0.32941177	0.31764707	0.4117647	0.32156864	0.48235294	0.30588236	0.28235295	0.19607843	0.015686275	0.11372549	0.047058824	0.6039216	0.67058825	0.6039216	0.4	0.2509804	0.23529412	0.43137255	0.6313726	0.6745098	0.6745098	0.67058825	0.60784316	0.65882355	0.6784314	0.6745098	0.6745098	0.6745098	0.67058825	0.67058825	0.67058825	0.6784314	0.67058825
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.28235295	0.3764706	0.28235295	0.40392157	0.2509804	0.36078432	0.24705882	0.47843137	0.57254905	0.6117647	0.30980393	0.34117648	0.30588236	0.43529412	0.26666668	0.4117647	0.30980393	0.33333334	0.3647059	0.2784314	0.45882353	0.27058825	0.5019608	0.29411766	0.27450982	0.39607844	0.2627451	0.4627451	0.36862746	0.7411765	0.23921569	0	0	0	0.19607843	0.3137255	0.33333334	0.4392157	0.33333334	0.48235294	0.32941177	0.3647059	0.3647059	0.3372549	0.49411765	0.3254902	0.39607844	0.3254902	0.29803923	0.4392157	0.30980393	0.4117647	0.3372549	0.25490198	0.07058824	0.07058824	0.36862746	0.1764706	0.6392157	0.6862745	0.68235296	0.5372549	0.36078432	0.3254902	0.4627451	0.6431373	0.68235296	0.68235296	0.67058825	0.61960787	0.68235296	0.6901961	0.6745098	0.6745098	0.68235296	0.6784314	0.6862745	0.6745098	0.6862745	0.6784314
0.2901961	0.38431373	0.2901961	0.4117647	0.25882354	0.37254903	0.25490198	0.4862745	0.58431375	0.61960787	0.30588236	0.3372549	0.3137255	0.44313726	0.27450982	0.41960785	0.31764707	0.34509805	0.37254903	0.28627452	0.46666667	0.2784314	0.50980395	0.29803923	0.28235295	0.41568628	0.27058825	0.46666667	0.36078432	0.75686276	0.24313726	0	0	0	0.20392157	0.3254902	0.33333334	0.4392157	0.33333334	0.48235294	0.3254902	0.3647059	0.3647059	0.34509805	0.49803922	0.33333334	0.39215687	0.32941177	0.30588236	0.44705883	0.31764707	0.41568628	0.3254902	0.2627451	0.07058824	0.05490196	0.30980393	0.16862746	0.654902	0.67058825	0.627451	0.45882353	0.27450982	0.24313726	0.4117647	0.6117647	0.6745098	0.68235296	0.6745098	0.62352943	0.6745098	0.68235296	0.6784314	0.6784314	0.68235296	0.68235296	0.6784314	0.6862745	0.68235296	0.67058825
0.29803923	0.39215687	0.29411766	0.41960785	0.26666668	0.3764706	0.25882354	0.49019608	0.5686275	0.6117647	0.3254902	0.35686275	0.32156864	0.4509804	0.28235295	0.42745098	0.3254902	0.34901962	0.38039216	0.29411766	0.4745098	0.28235295	0.5176471	0.30588236	0.28627452	0.41960785	0.27450982	0.4745098	0.3529412	0.78039217	0.28627452	0.019607844	0.003921569	0.007843138	0.21176471	0.3137255	0.33333334	0.44705883	0.33333334	0.49019608	0.3372549	0.37254903	0.37254903	0.34901962	0.49803922	0.34509805	0.4117647	0.33333334	0.3137255	0.44313726	0.32941177	0.43137255	0.3372549	0.30980393	0.078431375	0.050980393	0.3254902	0.14117648	0.6313726	0.6666667	0.61960787	0.4509804	0.25882354	0.22745098	0.39215687	0.6039216	0.6666667	0.6745098	0.6627451	0.6117647	0.6666667	0.6784314	0.6666667	0.6666667	0.6745098	0.67058825	0.67058825	0.67058825	0.6745098	0.6627451
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.38431373	0.29803923	0.34901962	0.34117648	0.26666668	0.39215687	0.2627451	0.30980393	0.5764706	0.61960787	0.45882353	0.29411766	0.3529412	0.3529412	0.28235295	0.4509804	0.30980393	0.4117647	0.28627452	0.3019608	0.4117647	0.28235295	0.44705883	0.25490198	0.29803923	0.30980393	0.28235295	0.4627451	0.3254902	0.6745098	0.22352941	0	0	0	0.105882354	0.30980393	0.36078432	0.43137255	0.32941177	0.48235294	0.32941177	0.37254903	0.3764706	0.34901962	0.5058824	0.32941177	0.3647059	0.3647059	0.3137255	0.4627451	0.3254902	0.38431373	0.3764706	0.27450982	0.09019608	0.078431375	0.3764706	0.31764707	0.65882355	0.6862745	0.69411767	0.56078434	0.37254903	0.3254902	0.4	0.62352943	0.6666667	0.68235296	0.6666667	0.654902	0.6862745	0.6901961	0.67058825	0.67058825	0.68235296	0.6784314	0.6862745	0.6745098	0.68235296	0.6784314
0.39215687	0.30588236	0.35686275	0.34901962	0.27450982	0.4	0.27058825	0.31764707	0.58431375	0.6313726	0.45490196	0.29411766	0.36078432	0.36078432	0.2901961	0.45882353	0.31764707	0.41960785	0.29411766	0.30980393	0.41960785	0.2901961	0.45490196	0.25882354	0.31764707	0.3254902	0.2901961	0.46666667	0.31764707	0.6901961	0.23921569	0	0	0	0.11764706	0.32156864	0.36078432	0.43137255	0.32941177	0.48235294	0.3254902	0.37254903	0.3764706	0.35686275	0.5137255	0.3372549	0.37254903	0.36862746	0.32156864	0.47058824	0.33333334	0.39215687	0.3764706	0.28235295	0.09019608	0.07058824	0.3254902	0.31764707	0.6745098	0.67058825	0.6392157	0.4862745	0.28627452	0.24313726	0.3529412	0.5882353	0.65882355	0.68235296	0.67058825	0.65882355	0.6784314	0.68235296	0.6745098	0.6745098	0.68235296	0.68235296	0.6784314	0.6862745	0.6784314	0.67058825
